"","Scenario","SLR","Rainfall","maxcontents","maxstructure","df10cm","bruun_factor","Av_ppl"
"450",450,0.76,21.7,922.23,9959,0.02,60,2.5
"451",451,0.79,-4.3,1057.43,5883,0.01,71,2.4
"452",452,0.91,27.5,2320.56,7080,-0.06,54,2.5
"453",453,0.21,14.8,1091.26,5684,-0.03,83,2.8
"454",454,0.73,12.9,1800.99,5334,-0.09,67,2.4
"455",455,0.55,9,1178.96,7179,-0.04,31,2.6
"456",456,0.62,3.3,811.24,5796,0,37,2.1
"457",457,0.59,22.9,510.83,8844,0.03,46,2
"458",458,0.92,18.3,1114.23,5184,0.09,36,2.9
"459",459,0.35,-0.9,1995.43,4217,-0.09,38,2.2
"460",460,0.82,15.5,1983.83,4280,0,14,2.3
"461",461,0.14,-5,2078.15,7346,0.07,22,2.2
"462",462,0.64,7.2,1973.89,4340,0.04,59,3
"463",463,0.15,22.6,2083.1,4854,0.01,65,2.5
"464",464,0.63,20.7,1630.94,5327,0.02,47,2.8
"465",465,0.26,18.8,1414.17,4927,0.05,32,2.3
"466",466,0.45,21.3,1370.93,8649,-0.04,41,2.4
"467",467,0.95,8.7,2473.48,7106,0.03,34,2.9
"468",468,0.4,-2.2,1269.47,8076,-0.08,36,2.1
"469",469,0.97,15.7,2012.73,6138,0.05,65,2.6
"470",470,0.16,25.1,615.22,4825,0.03,25,2.1
"471",471,0.8,12.9,831.94,6954,-0.03,85,2.5
"472",472,0.39,18.4,2369.31,4065,0.09,83,2.3
"473",473,0.56,-2.4,1257.54,8751,0.1,18,2.5
"474",474,0.27,20.6,1504.41,7050,0.09,23,2.7
"475",475,0.3,3.5,1989.49,6058,0.05,92,2.7
"476",476,0.38,5.4,990.5,6577,-0.05,94,2.2
"477",477,0.43,3.1,956.63,8543,-0.1,39,2.3
"478",478,0.93,15.6,2372.91,6068,0.01,14,2.8
"479",479,1,17.2,1371.55,7237,-0.05,54,2.8
"480",480,0.61,14.3,1378.54,4481,0.08,30,2.6
"481",481,0.03,2,1273.79,4104,0.01,48,3
"482",482,0.7,-3.1,1285.06,5369,0.02,31,2.9
"483",483,0.5,-7.7,1530.54,7618,-0.02,53,2.9
"484",484,0.82,-9.6,1965.45,5316,0,66,2.3
"485",485,0.56,6.6,1273.3,9431,0.09,93,3
"486",486,0.38,11.1,2113.44,8370,-0.03,20,2.2
"487",487,0.1,19.1,1887.42,8322,0.01,84,2
"488",488,0.71,15.4,524.28,9520,-0.01,94,2.2
"489",489,0.6,5.4,738.74,8664,-0.1,16,2.6
"490",490,0.17,23.8,699.57,5001,0.03,43,2
"491",491,0.42,21.8,2352.04,5725,-0.09,27,2.4
"492",492,0.89,28,1541.37,8762,-0.03,79,2.6
"493",493,0.54,28.2,1228.98,9922,-0.06,65,2.7
"494",494,0.24,17,1405.1,9736,-0.04,50,2.2
"495",495,0.82,21.5,1987.09,8478,-0.09,73,2.2
"496",496,0.43,24.4,1821.56,4616,-0.05,16,2.3
"497",497,0.1,14.2,1890.86,4101,-0.06,73,2.7
"498",498,0.97,-1.4,1669.62,7456,0.04,48,2.8
"499",499,0.99,22.3,2261.47,8077,-0.05,62,2.8
"500",500,0.37,-4.7,2234.75,9567,0.02,49,2.1
"501",501,0.57,23.8,1543.53,6985,0.04,93,2.4
"502",502,0.37,2.7,617.8,8815,0,98,2.5
"503",503,0.12,6.6,1682.63,7411,-0.08,50,2.4
"504",504,0.99,4.2,1771.28,5161,-0.01,96,2.7
"505",505,0.07,1.1,2244.18,5746,-0.09,29,2.9
"506",506,0.97,19.6,2182.9,9997,0.09,99,2.6
"507",507,0.04,12.4,884.51,4752,0.07,84,2.3
"508",508,0.57,3.5,1144.09,7811,0.01,80,2.9
"509",509,0.73,4.4,1681.05,4509,-0.09,35,2.5
"510",510,0.32,-5.6,1592.22,9261,0.02,25,2.3
"511",511,0.69,25,1390.54,5843,-0.08,96,2.7
"512",512,0.69,19,2481.85,9762,-0.07,49,2.9
"513",513,0.42,6.9,1659.32,6236,0.05,82,2.7
"514",514,0.46,-1.8,1849.77,8135,0,37,2.2
"515",515,0.13,6.6,1913.59,8394,0.01,92,2.5
"516",516,0.1,-7.3,669.74,7901,-0.07,64,2.1
"517",517,0.67,-4.9,2111.88,5572,-0.1,73,2.8
"518",518,0.94,17.7,612.66,5831,-0.03,75,2.2
"519",519,0.7,9.9,1246.05,4894,-0.08,94,2.5
"520",520,0.74,4,2028.79,5747,0.09,86,2.9
"521",521,0.88,3.6,728.58,4980,-0.03,29,2.7
"522",522,0.2,27.9,1099.38,6821,0.09,61,2.8
"523",523,0.72,7.8,1937.08,4913,-0.09,56,2.7
"524",524,0.68,15.1,994.42,6061,-0.07,70,2.6
"525",525,0.94,29.9,1158.37,4733,0,19,2.8
"526",526,0.69,21.7,1632.94,5794,-0.08,46,2.7
"527",527,0.52,14.9,1885.98,9800,0.03,76,2.1
"528",528,0.61,-0.1,1120.73,5096,0.01,46,2.5
"529",529,0.25,26.3,875.8,4266,-0.05,100,2.3
"530",530,0.21,21.2,1259.16,9364,0.06,59,2
"531",531,0.44,28.5,1507.1,8757,-0.01,13,2.5
"532",532,0.24,8.2,562.31,4215,0,36,2.9
"533",533,0.46,-8.2,948.57,9772,-0.09,22,2.5
"534",534,0.74,12.4,1578.15,8215,0.02,18,2.7
"535",535,0.54,26.9,990.82,5740,0.09,46,2.3
"536",536,0.83,-1.1,2225.19,8244,0.05,52,2.1
"537",537,0.89,7.6,1479.41,4828,-0.05,86,2
"538",538,0.23,24.7,1815.49,5343,-0.09,45,2.2
"539",539,0.66,-9.5,650.4,4641,0.09,53,2.3
"540",540,0.78,-6.4,1522.63,4859,-0.06,49,2
"541",541,0.09,-3.1,749.41,4314,-0.06,59,2.4
"542",542,0.63,0.5,1133.95,8071,-0.04,65,2.3
"543",543,0.73,7.1,1804.19,9872,0.02,35,2.6
"544",544,0.05,8.5,1990.52,5119,0.09,36,2.7
"545",545,0.24,21.9,1513.38,4812,-0.04,65,2.5
"546",546,0.4,13.2,1569.21,7848,-0.01,83,2.3
"547",547,0.91,1.2,686.67,9720,-0.05,50,2.9
"548",548,0.65,20.4,1932.44,9529,-0.04,60,2.2
"549",549,0.16,-6.5,2403.61,4453,0.04,19,2.4
"550",550,0.83,-9.6,1353.07,6235,0.1,26,2.9
"551",551,0.69,27.8,1620.48,6077,-0.05,78,2.5
"552",552,0.15,19.5,2406.07,4655,-0.1,78,2.9
"553",553,0.45,2.3,2482.01,7590,0.1,69,2.1
"554",554,0.56,6.3,2139.52,6862,-0.05,22,2.9
"555",555,0.76,-9.1,1572.63,8078,0.1,30,2.2
"556",556,0.58,27.3,2191.01,5073,0.01,32,2.9
"557",557,0.64,0,2342.6,5525,-0.05,91,2
"558",558,0.81,-7.7,1803.44,6131,-0.04,53,2.9
"559",559,0.6,7.4,1919.89,9988,0.09,39,2.1
"560",560,0.62,21,2137.04,8766,0.09,15,2.7
"561",561,0.96,16.1,2337.03,5014,0.07,16,2
"562",562,0.34,27.4,1910.98,4722,0.08,92,2.3
"563",563,0.6,14.5,1226.11,4852,-0.04,36,2.2
"564",564,0.73,10.8,801.02,9680,0.06,63,2.2
"565",565,0.28,16.6,2205.85,5468,-0.07,12,2.1
"566",566,0.14,13.7,825.82,6634,0.08,93,2.4
"567",567,0.55,-8,843.93,7557,-0.09,64,2.6
"568",568,0.9,10.7,595.24,5496,0.04,89,2.6
"569",569,0.09,3.5,1886.91,5443,0.04,81,2.1
"570",570,0.63,24.4,2204.29,7326,-0.03,48,2.5
"571",571,0.36,26.8,2134.1,6990,0.08,18,2.9
"572",572,0.04,-0.8,1183.05,4924,0.04,33,2.1
"573",573,0.78,-6.3,1615.39,6288,0.08,69,2.6
"574",574,0.6,27.4,1478.91,6742,0,55,2
"575",575,0.33,9.5,1831.54,8142,-0.08,40,2.6
"576",576,0.74,21.7,2261.62,7768,-0.06,41,2.4
"577",577,0.04,-9.1,1982.33,7224,-0.02,67,2.1
"578",578,0.31,-7.1,526.55,6115,0.02,43,2.1
"579",579,0.22,0.9,1676.87,4214,0.02,64,2.9
"580",580,0.55,-6.6,1259.89,7498,0.04,83,2.4
"581",581,0.55,24.1,2110.18,5630,0.02,18,2.8
"582",582,0.44,0.1,625.56,9302,0.08,83,3
"583",583,0.4,17.9,899.91,6355,-0.02,98,2.4
"584",584,0.16,9.4,2440.68,4757,0.01,30,2.2
"585",585,0.38,-7.1,693.52,6691,0.05,62,2.4
"586",586,0.8,16.4,1095.93,4899,-0.03,82,2.3
"587",587,0.79,-1.5,2401.02,7636,0.08,54,2.3
"588",588,0.63,12.3,2156.46,6142,0.05,87,2.9
"589",589,0.13,24,2008.16,6142,-0.07,42,2.5
"590",590,0.33,3.5,1089.83,5293,-0.06,42,2.5
"591",591,0.96,2.7,760.64,8097,-0.09,38,2.3
"592",592,0.53,15.9,1603.87,4790,-0.07,22,2.6
"593",593,0.03,9.8,807.29,5774,-0.06,63,2.6
"594",594,0.79,-2.5,2268.26,6161,0.08,82,2.8
"595",595,0.91,21.1,639.32,5650,-0.01,87,2.7
"596",596,0.21,21.9,1486,7724,-0.08,85,2.8
"597",597,0.7,13.1,856.03,9626,0.02,63,2.6
"598",598,0.45,-2,2485.62,9820,0.1,34,2.7
"599",599,0.01,-7.9,1639.21,8190,-0.01,23,2.7
"600",600,0.82,6.7,524.57,9217,-0.06,45,2.8
"601",601,0.04,-6.8,1505.11,7817,0,25,2.9
"602",602,0.77,-0.8,2317.79,4901,-0.04,64,2.7
"603",603,0.84,27.5,1502.68,6042,-0.02,50,2.2
"604",604,0.97,21.7,2238.68,7367,-0.08,96,2.4
"605",605,0.68,14.9,1186.15,5232,-0.05,80,2.4
"606",606,0.6,6.8,1772.22,5183,0.01,51,2.2
"607",607,0.84,6.1,1281.21,4381,0.07,65,2.8
"608",608,0.74,12.6,1676.31,4122,0.05,82,2.7
"609",609,0.94,20.4,1730.5,5292,-0.05,21,2.6
"610",610,0.02,-8.5,1046.55,5182,0.1,22,2.2
"611",611,0.12,18.7,1364.58,7860,-0.06,21,2.7
"612",612,0.73,24.8,2471.42,9688,-0.03,80,2.9
"613",613,0.84,-7.2,1190.89,6297,-0.08,90,2.6
"614",614,0.36,9.9,1731.92,4471,0.01,50,2.8
"615",615,0.87,-9.8,2305.73,6940,-0.01,53,2.4
"616",616,0.73,23.4,797.44,7051,0.02,75,2.8
"617",617,0.76,8.5,799.14,7354,-0.06,37,2.2
"618",618,0.93,5,2329.91,7149,-0.03,12,2.6
"619",619,0.26,6.1,2409.59,9072,0.04,16,2.7
"620",620,0.5,29.9,2102.17,4570,-0.04,83,2.7
"621",621,0.16,11.4,557.1,4158,-0.05,24,2.2
"622",622,0.84,5,614.45,7964,-0.04,30,2.4
"623",623,0.65,6.2,636.69,8292,0.09,95,2.3
"624",624,0.35,-0.1,2258.14,5546,0.07,70,2.5
"625",625,0.24,2.9,1218.95,6113,-0.1,34,3
"626",626,0.65,-7.8,1829.51,4693,-0.01,98,2.1
"627",627,0.46,20.2,949.2,9555,-0.03,32,2.9
"628",628,0.18,13.1,2018.21,6625,-0.08,89,2.6
"629",629,0.54,-6,781.73,9331,-0.05,24,2.5
"630",630,0.85,-9.2,1590.89,5441,0.05,90,2.3
"631",631,0.14,5.9,1773.8,9546,0.05,62,2.2
"632",632,0.87,-6.1,1302.75,9268,-0.03,72,2.4
"633",633,0.01,-5.2,545.65,4643,-0.01,11,2.4
"634",634,0.74,20.9,767.94,9931,0.05,39,2.8
"635",635,0.64,1.1,1621.64,5923,-0.07,52,2.7
"636",636,0.44,23.1,2295.94,9507,0.08,82,2.8
"637",637,0.87,17.3,1970.93,9527,-0.04,52,3
"638",638,0.71,-1.8,514.21,6377,-0.06,33,2.6
"639",639,0.65,6.3,1341.91,5209,0.07,29,2.9
"640",640,0.71,9.6,1767.22,8017,0.05,25,2.7
"641",641,0.16,17.7,2359.72,7020,-0.09,58,2.2
"642",642,0.32,-4.9,938.74,9838,-0.02,31,2.8
"643",643,0.23,10.1,2403.34,6848,0,25,2.1
"644",644,0.52,0.4,1610.14,8939,-0.06,47,2.5
"645",645,0.26,17,1788.9,7097,0.01,75,2.5
"646",646,0.26,22.7,2497.84,5175,0.1,77,2
"647",647,0.05,4.6,764.39,4359,-0.02,48,2.2
"648",648,0.06,17.1,1149.35,8957,-0.07,41,2.9
"649",649,0.78,25.3,894.97,8226,-0.06,75,2.9
"650",650,0.29,28.5,1153.43,9233,-0.02,90,2.4
"651",651,0.62,29.2,918.22,4765,0.06,98,2.5
"652",652,0.74,27.1,1774.5,7168,-0.05,26,2.6
"653",653,0.49,23,965.14,6785,-0.1,26,2
"654",654,0.12,21,1047.35,9087,0.07,75,2.2
"655",655,0.55,12.5,2416.19,5393,-0.08,45,2.9
"656",656,0.16,25.8,971.38,5713,0.04,23,2.1
"657",657,0.98,2.7,1532.39,6185,-0.07,96,2.2
"658",658,0.8,19.2,1540.52,4699,-0.07,92,2.1
"659",659,0.61,26.8,715.98,9833,-0.03,41,2.6
"660",660,0.99,16.7,511.27,6091,0.05,54,2.3
"661",661,0.9,28.8,1063.44,5240,0.03,33,2.3
"662",662,0.55,1.4,1816.54,8368,0.04,36,3
"663",663,0.46,20.2,806.81,6737,-0.08,63,2.2
"664",664,0.66,15.3,1451.07,7079,0.06,58,2.8
"665",665,0.53,-9.4,2236.75,5734,0,49,2.8
"666",666,0.49,14,1388.33,6807,0.01,29,2.5
"667",667,0.13,-7.8,1886.31,6982,0.01,30,2.4
"668",668,0.33,3.7,925.87,9155,0,37,2.6
"669",669,0.66,-9.9,1935.52,6446,0.06,60,2.1
"670",670,0.03,16.9,1349.31,6319,-0.09,42,2.6
"671",671,0.36,16.8,552.5,9030,0.08,53,2.4
"672",672,0.29,3,1992.64,6485,0,79,2.8
"673",673,0.08,-5.6,1379.83,6770,-0.06,97,2.1
"674",674,0.52,-3.5,1637.34,8315,-0.07,96,2.1
"675",675,0.56,25.8,1955.85,7226,-0.06,56,2.6
"676",676,0.08,15.8,2132.46,7136,-0.06,80,2.1
"677",677,0.26,26.4,1743.5,7664,0.02,68,2.9
"678",678,0.99,20.5,1326.24,6299,-0.07,11,2.7
"679",679,0.26,23.5,1021.98,8397,0.1,44,2.9
"680",680,0.46,-8.2,2349.73,8510,-0.03,15,2.6
"681",681,0.96,-1.3,1333.77,5027,0.08,92,2.9
"682",682,0.2,29.7,1434.18,8192,0.06,33,3
"683",683,0.92,5.9,2388.1,5604,-0.05,44,2.7
"684",684,0.42,2.6,2267.76,5261,-0.07,46,2.2
"685",685,0.99,-8.4,1888,8712,-0.08,10,2.8
"686",686,0.21,0.9,1367.37,6608,-0.01,96,2.7
"687",687,0.81,-2.6,1221.26,5129,-0.06,26,2.3
"688",688,0.75,-5.9,564.85,9494,0.01,62,3
"689",689,0.63,14.7,785.42,7218,-0.05,16,2.2
"690",690,0.41,-4.9,685.58,7450,0,11,2.4
"691",691,0.22,29.6,2110.78,7451,0.03,97,2.2
"692",692,0.75,20.7,514.45,9770,0.01,76,2.5
"693",693,0.55,16,952.56,7493,-0.09,78,2.6
"694",694,0.51,1.1,1473.73,5459,0.08,55,2.9
"695",695,0.47,-1.4,602.92,5672,0.09,88,2.6
"696",696,0.5,0.2,890.75,4728,-0.03,52,2.8
"697",697,0.99,1.8,1096.58,7157,-0.04,95,2.4
"698",698,0.03,5.6,752.24,5110,0.06,59,2.9
"699",699,0.94,22.6,629.47,7583,-0.04,30,3
"700",700,0.63,-8.7,1610.63,7292,0.03,23,2.1
"701",701,0.97,-3.6,1299.45,5901,0.04,92,2.1
"702",702,0.97,25.1,2295,5589,0.07,90,2.6
"703",703,0.67,4.5,1514.98,4791,0.03,36,2.1
"704",704,0.67,19.1,635.12,5590,0.01,80,2.9
"705",705,0.4,24.5,1853.66,6678,0.08,78,2.3
"706",706,0.32,-0.8,2466.19,7540,-0.07,92,2.4
"707",707,0.14,26.2,804.28,9061,0.01,59,2.7
"708",708,0.25,5.2,1567,4731,0.02,93,2.1
"709",709,0.23,8.2,860.41,5727,0.03,35,2.4
"710",710,0.94,24.1,2445.96,7105,-0.01,95,2.5
"711",711,0.38,4.2,1272.2,8932,0,23,2.5
"712",712,0.25,3.1,1722.43,4843,0.03,25,2.7
"713",713,0.84,24.8,1423.93,4171,-0.05,46,2.4
"714",714,0.22,26.9,2036.56,8890,-0.05,59,2.7
"715",715,1,27.1,1845.63,6356,0.01,94,2.4
"716",716,0.4,15.7,2344.36,7500,-0.08,59,2.4
"717",717,0.29,-9.2,1117.85,9315,-0.04,16,2.6
"718",718,0.36,22.9,1709.87,5069,-0.08,75,2.1
"719",719,0.16,20.5,548.66,9657,-0.07,90,2.9
"720",720,0.12,21.9,1784.75,6193,-0.01,33,2.3
"721",721,0.4,16.2,2494.3,8043,-0.02,95,2.4
"722",722,0.78,24.9,2115.14,8475,-0.01,55,2.1
"723",723,0.14,4.7,1018.04,5969,-0.04,86,2.2
"724",724,0.89,26.2,630.14,6775,-0.08,73,2.9
"725",725,0.31,14.7,2080.29,9016,0.06,38,2.5
"726",726,0.67,23.3,1234.32,6730,0.02,18,2.6
"727",727,0.63,17.8,1650.21,8166,0.05,79,2.3
"728",728,0.23,-8.3,2334.56,7660,-0.02,24,2.2
"729",729,0.16,-5.2,1267.91,4120,-0.07,84,2.7
"730",730,0.12,1.9,1892.62,9018,-0.04,19,2
"731",731,0.45,27.7,1823.89,5010,0.07,91,2.4
"732",732,0.64,3.9,1458.73,6764,-0.01,44,2.2
"733",733,0.19,-2.4,2141.79,7642,0.05,76,2.3
"734",734,1,26.9,808.41,8200,0.01,65,2.6
"735",735,0.75,7.6,846.89,6996,0.05,35,2.2
"736",736,0.46,1.2,1110.09,4437,0.02,36,2.2
"737",737,0.91,16.4,2262.2,8678,-0.01,31,2.9
"738",738,0.21,5.4,1107.05,9652,-0.07,93,2.4
"739",739,0.52,18,2408.13,6428,0.02,82,2.3
"740",740,0.41,6.4,1921.12,4908,-0.07,57,2.2
"741",741,0.16,-2.6,858.11,9508,0.02,11,2.6
"742",742,0.97,0.7,910.47,9343,-0.02,46,3
"743",743,0.81,-6.5,2388.8,4182,-0.07,52,2.8
"744",744,0.36,-2.3,525.6,4124,0.07,93,2.5
"745",745,0.31,8.2,2469.43,9249,-0.09,27,2.6
"746",746,0.21,5.9,2278.51,9950,0.03,39,2.8
"747",747,0.56,1.1,1908.59,8845,-0.08,97,2.6
"748",748,1,-3.4,1560.18,5049,-0.02,32,2.7
"749",749,0.67,-6.1,1039.16,4409,-0.01,49,2.9
"750",750,0.36,5.4,1480.14,4207,0,60,2.2
"751",751,0.65,16.5,2227.98,6488,-0.07,30,2.5
"752",752,0.59,11.3,1229.3,6343,-0.01,15,2.6
"753",753,0.22,13.9,862.99,4614,0,57,2.3
"754",754,0.72,2,2004.89,8680,-0.05,92,2.3
"755",755,0.13,6.9,2324.18,5085,-0.02,38,2
"756",756,0.16,20.5,1614.63,8956,-0.01,21,2.4
"757",757,0.66,-2.2,1851.75,9878,0.05,14,2.5
"758",758,0.77,20.2,959.41,4226,0.09,61,2.5
"759",759,0.08,2.8,1831.17,5144,0.06,82,2.5
"760",760,0.34,17,998.93,7635,0.03,60,2.4
"761",761,0.12,21.1,1745.56,7075,-0.03,96,2.1
"762",762,0.45,22.5,2082.76,7646,0.05,52,2
"763",763,0.6,4.7,1820.77,9409,0.04,33,2.4
"764",764,0.31,19.4,660.11,7885,0.02,33,2.2
"765",765,0.94,20.6,2031.55,8036,-0.05,85,2.9
"766",766,0.74,18.5,2466.61,4111,-0.04,94,2.1
"767",767,0.4,-9.1,752.62,5396,0.02,86,2.3
"768",768,0.37,3.8,1710.24,6246,-0.06,31,2.9
"769",769,0.61,11.6,1861.63,7887,-0.08,30,2.6
"770",770,0.08,19.5,746.83,8816,-0.06,72,2.6
"771",771,0.51,28.6,1786.28,8466,-0.1,98,2.3
"772",772,0.8,-4.5,2343.82,6926,0.06,18,2
"773",773,0.47,7.9,770.22,7419,-0.09,23,3
"774",774,0.44,25.3,951.5,5216,-0.06,62,2.5
"775",775,0.27,8.5,1732.35,5652,0.08,93,2.2
"776",776,0.83,-5.3,1718.44,8689,0.1,54,2.9
"777",777,0.88,3.1,1705.07,4714,0.09,83,2.5
"778",778,0.82,16.9,1068.52,8896,0.03,33,2
"779",779,0.96,15.5,928.26,9899,0.04,91,2.6
"780",780,0.3,7.7,2449.31,5264,0.1,46,2.5
"781",781,0.9,5.3,1489.62,5549,0.02,77,2.9
"782",782,0.66,5.7,1387.64,4936,-0.02,26,2.4
"783",783,0.86,24.2,1599.35,8279,-0.02,68,2.1
"784",784,0.7,-8.6,1389.92,5895,0.07,66,2.9
"785",785,0.95,-3.8,898.67,5970,-0.09,83,2.1
"786",786,0.97,1.5,714.18,5268,-0.01,87,2.9
"787",787,0.35,20.4,890.29,6759,0.07,94,2.9
"788",788,0.96,-8.6,1083.85,7904,0.05,50,2.9
"789",789,0.51,2.5,2057.91,4890,-0.05,74,3
"790",790,0.54,15.3,2455.27,6402,-0.09,10,2.3
"791",791,0.03,18.1,2373.74,8657,-0.09,97,2.7
"792",792,0.89,12.5,1059.98,6978,-0.01,86,2
"793",793,0.97,11.4,2263.98,7213,0.05,32,2.8
"794",794,0.82,15.7,1027.45,4741,0.04,96,2.6
"795",795,0.18,26,873.97,6719,0.06,35,2.4
"796",796,1,12.2,1317.39,9788,-0.07,91,2.7
"797",797,0.51,16.2,1505.33,4835,0,16,2.7
"798",798,0.91,2.2,1287.32,6654,0.08,82,2.2
"799",799,0.7,-8.8,1366.06,5040,0.03,10,2.2
"800",800,0.88,0.7,1752.82,5162,-0.09,12,2.9
"801",801,0.09,6.7,2264.95,6613,0.01,60,2.2
"802",802,0.86,1.6,2425.01,4078,-0.05,37,3
"803",803,0.03,21.6,1811.27,9002,0.03,32,2.7
"804",804,0.39,26,960.97,7194,0.1,42,2.5
"805",805,0.52,-7.8,1993.76,4593,0.03,92,2.1
"806",806,0.06,24,1702.18,5044,0.08,49,2.6
"807",807,0.51,-0.4,679.48,4701,-0.05,72,2.1
"808",808,0.97,4.1,690.35,9810,-0.07,17,2
"809",809,0.44,-6.2,1241.37,8600,-0.01,39,2.5
"810",810,0.36,5.9,1256.37,6486,0.04,79,2.2
"811",811,0.56,11.7,1949.31,8428,0.04,99,2.8
"812",812,0.63,-3.5,2253.17,7616,0.01,47,2.5
"813",813,0.86,-2.1,1536.05,6900,-0.07,67,2.6
"814",814,0.54,27.3,2015.46,7447,0,41,2.5
"815",815,0.22,-4.7,1518.72,5955,0.09,94,2.5
"816",816,0.63,6.4,1334.54,5083,0.08,80,2.3
"817",817,0.37,5,2341.35,5077,0.05,53,2
"818",818,0.78,6.8,2021.35,4905,-0.05,31,2.2
"819",819,0.07,8.5,2415.3,9587,0.04,35,2.2
"820",820,0.44,-3,1026.12,8725,0.06,73,2.8
"821",821,0.88,7.6,1218,7858,-0.03,66,2.6
"822",822,0.58,-3.1,1390.35,7497,0.07,32,2.1
"823",823,0.49,8.8,2218.24,7609,0.07,97,2.7
"824",824,0.26,5.2,1869.74,8124,-0.01,71,3
"825",825,0.09,-9.2,572.65,9353,0.03,39,2.7
"826",826,0.86,10.3,2245.93,8277,0.05,64,2.4
"827",827,0.94,6.4,2241.97,9928,0.09,78,2.8
"828",828,0.28,15.9,1268.88,4310,0,72,2.9
"829",829,0.65,20.3,2062.21,7599,-0.07,92,2.8
"830",830,0.31,7.6,1699.9,7417,-0.07,28,2.5
"831",831,0.51,8.2,2390.83,9434,0.07,86,2.9
"832",832,0.07,9.6,1602.43,4795,0,91,2.1
"833",833,0.55,24.2,2352.73,4921,-0.04,49,2.1
"834",834,0.03,3.8,1261.48,6850,-0.03,16,3
"835",835,0.54,-2,886.85,7550,0.09,37,2.5
"836",836,0.23,6.6,759.7,9834,-0.03,72,2.3
"837",837,0.68,2.1,1733.79,6477,-0.01,70,2.7
"838",838,0.54,22,549.94,8162,0.06,19,2.1
"839",839,0.21,19.1,1529.42,9165,0.01,75,2.8
"840",840,0,28.6,738.19,6248,-0.04,43,2.6
"841",841,0.46,25.7,2266.26,8186,0,30,2.3
"842",842,0.78,22.1,2335.62,8439,0.05,71,3
"843",843,0.39,-5.2,744.1,9371,0.01,70,3
"844",844,0.07,3.7,1778.62,9260,0,53,2
"845",845,0.06,20.1,999.8,8221,0.03,55,2.9
"846",846,0.82,17.2,1413.14,5920,-0.02,76,2.7
"847",847,0.53,15.9,1383.49,9835,0.05,12,3
"848",848,0.43,2.1,658.03,6275,-0.07,80,2.2
"849",849,0.64,28.1,991.52,4120,-0.08,16,2
"850",850,0.01,25.6,1834.64,4592,-0.01,84,2.9
"851",851,0.57,27.5,509.24,6300,-0.02,11,2.3
"852",852,0.47,5,515.41,4840,0.01,19,3
"853",853,0.23,27.7,2038.13,7506,0.09,56,3
"854",854,0.58,15.7,2093.01,9019,0.01,88,2.8
"855",855,0.31,3.4,2174.89,5073,-0.07,97,2.1
"856",856,0.93,23.8,1876.93,7826,0.07,83,2.6
"857",857,0.35,22.3,1636,8320,-0.06,17,2
"858",858,0.07,-7.5,2216.46,5061,-0.09,39,2.8
"859",859,0.63,2,2345,4106,0.07,45,2.4
"860",860,0.88,-6.6,698.75,7975,-0.01,16,2.4
"861",861,0.39,18,1700.45,7183,0.02,22,2.7
"862",862,0.37,29.9,2289.27,8698,0.07,16,2.8
"863",863,0.57,5.2,860.26,9442,-0.04,48,2.8
"864",864,0.27,-2.7,1766.85,8950,0.02,14,2.3
"865",865,0.32,13.5,1246.46,5270,0.09,89,2.5
"866",866,0.67,17.4,1353.62,7432,0.09,19,2.1
"867",867,0.21,-8.3,2444.58,5158,-0.06,58,2.5
"868",868,0.91,1.6,1354.86,5957,0.04,30,2.4
"869",869,0.64,13.2,2498.89,6045,0.03,60,2.9
"870",870,0.64,1.5,926.4,4688,0.03,30,2.8
"871",871,0.17,27.6,937.02,7839,0.06,31,2.1
"872",872,0.74,14.5,2422.53,5596,-0.06,29,2.9
"873",873,0.37,0.6,1930.87,8755,-0.03,88,2.7
"874",874,0.89,7.4,2048.6,5371,-0.1,76,2.5
"875",875,0.58,-9.3,1044.29,8860,-0.07,86,2.6
"876",876,0.45,12.5,1310.28,5462,0.1,36,2
"877",877,0.36,20.2,2434.45,9496,0.02,14,2.3
"878",878,0.31,26.5,2251.64,5218,0.05,22,2.5
"879",879,0.99,-7.8,1500.41,7884,0,19,2.5
"880",880,0.51,22.3,1306.49,4333,0,11,2.8
"881",881,0.87,29.2,2120.68,5297,-0.1,35,2.8
"882",882,0.67,-8.7,780.61,9252,-0.08,31,2.1
"883",883,0.24,20.8,1067.24,6421,-0.08,55,2.9
"884",884,0.77,-7.2,560.44,7791,-0.02,75,2.6
"885",885,0.19,-3.5,2325.46,4030,0.05,62,2
"886",886,0.86,13.8,1969.28,7360,0.04,99,3
"887",887,0.54,-3.2,1389.34,4142,-0.01,23,2.4
"888",888,0.71,18.9,2037.19,7832,-0.05,62,3
"889",889,0.57,2.8,1581.98,7486,-0.05,21,3
"890",890,0.97,-5.6,616.53,6502,-0.01,11,2.7
"891",891,0.81,22.9,2035.46,9590,0.01,43,2.5
"892",892,0.2,-1.7,2285.26,9888,-0.04,54,2.3
"893",893,0.62,6.2,1782.49,8885,0.09,71,2.6
"894",894,0.96,21.5,1171.79,8546,0.03,56,2.8
"895",895,0.42,-2,597.69,5578,-0.04,16,2.6
"896",896,0.01,-5.2,1793.71,6293,-0.08,34,2.8
"897",897,0.89,22.8,1214.53,4500,0.09,45,2.2
"898",898,0.21,-5.3,2493.94,9080,-0.09,95,3
"899",899,0.45,22.6,2364.41,4377,-0.04,47,2.9
"900",900,0.62,4.4,885.42,9532,0.05,22,2.7
